Project ID,Milestone,Schedule Category,Dates
22EASIDDI02 (1),Site Handing Over,Capex,01/09/2023
22EASIDDI02 (1),Site Handing Over,Actual,01/09/2023
22EASIDDI02 (1),T&C / Energisation,Baseline,30/12/2023
22EASIDDI02 (1),T&C / Energisation,Capex,01/03/2025
22EASIDDI02 (1),Project Completion,Baseline,30/12/2025
22EASIDDI02 (1),Project Completion,Capex,01/03/2027
21EASIDDI01,Business Case Approval,Baseline,01/07/2021
21EASIDDI01,Business Case Approval,Capex,24/08/2021
21EASIDDI01,Business Case Approval,Actual,24/08/2021
21EASIDDI01,CR approval (Consultant),Baseline,01/08/2021
21EASIDDI01,CR approval (Consultant),Capex,23/09/2021
21EASIDDI01,CR approval (Consultant),Actual,23/09/2021
21EASIDDI01,Letter of Award (Consultant),Baseline,01/12/2021
21EASIDDI01,Letter of Award (Consultant),Capex,04/03/2022
21EASIDDI01,Letter of Award (Consultant),Actual,04/03/2022
21EASIDDI01,Detail Design Approval,Baseline,01/06/2022
21EASIDDI01,Detail Design Approval,Capex,05/10/2022
21EASIDDI01,Detail Design Approval,Actual,05/10/2022
21EASIDDI01,CR approval (Contractor),Baseline,15/06/2022
21EASIDDI01,CR approval (Contractor),Capex,17/10/2022
21EASIDDI01,CR approval (Contractor),Actual,17/10/2022
21EASIDDI01,Completion of Technical evaluation (Contractor),Baseline,15/09/2022
21EASIDDI01,Completion of Technical evaluation (Contractor),Capex,26/04/2023
21EASIDDI01,Completion of Technical evaluation (Contractor),Actual,26/04/2023
21EASIDDI01,Letter of Award (Contractor),Baseline,01/01/2023
21EASIDDI01,Letter of Award (Contractor),Capex,18/07/2023
21EASIDDI01,Letter of Award (Contractor),Actual,18/07/2023
21EASIDDI01,Site Handing Over,Baseline,01/02/2023
21EASIDDI01,Site Handing Over,Capex,01/11/2023
21EASIDDI01,T&C / Energisation,Baseline,01/01/2025
21EASIDDI01,T&C / Energisation,Capex,01/11/2025
21EASIDDI01,Project Completion,Baseline,01/01/2027
21EASIDDI01,Project Completion,Capex,01/11/2027
13PAME117,Business Case Approval,Baseline,27/10/2020
13PAME117,Business Case Approval,Capex,27/10/2020
13PAME117,Business Case Approval,Actual,27/10/2020
13PAME117,Detail Design Approval,Baseline,28/11/2020
13PAME117,Detail Design Approval,Capex,15/09/2021
13PAME117,Detail Design Approval,Actual,15/09/2021
13PAME117,CR approval (Contractor),Baseline,28/12/2020
13PAME117,CR approval (Contractor),Capex,15/11/2021
13PAME117,CR approval (Contractor),Actual,15/11/2021
13PAME117,Completion of Technical evaluation (Contractor),Baseline,28/01/2021
13PAME117,Completion of Technical evaluation (Contractor),Capex,15/12/2021
13PAME117,Completion of Technical evaluation (Contractor),Actual,15/12/2021
13PAME117,Letter of Award (Contractor),Baseline,28/02/2021
13PAME117,Letter of Award (Contractor),Capex,15/05/2022
13PAME117,Letter of Award (Contractor),Actual,15/05/2022
13PAME117,Site Handing Over,Baseline,30/03/2021
13PAME117,Site Handing Over,Capex,12/09/2022
13PAME117,Site Handing Over,Actual,12/09/2022
13PAME117,T&C / Energisation,Baseline,30/06/2022
13PAME117,T&C / Energisation,Capex,11/12/2023
13PAME117,Project Completion,Baseline,30/06/2023
13PAME117,Project Completion,Capex,11/12/2024
14EEPD048/17EEPD013,Business Case Approval,Baseline,03/03/2019
14EEPD048/17EEPD013,Business Case Approval,Capex,03/03/2019
14EEPD048/17EEPD013,Business Case Approval,Actual,03/03/2019
14EEPD048/17EEPD013,Detail Design Approval,Baseline,15/06/2019
14EEPD048/17EEPD013,Detail Design Approval,Capex,29/05/2020
14EEPD048/17EEPD013,Detail Design Approval,Actual,29/05/2020
14EEPD048/17EEPD013,CR approval (Contractor),Baseline,15/07/2019
14EEPD048/17EEPD013,CR approval (Contractor),Capex,29/07/2020
14EEPD048/17EEPD013,CR approval (Contractor),Actual,29/07/2020
14EEPD048/17EEPD013,Completion of Technical evaluation (Contractor),Baseline,15/08/2019
14EEPD048/17EEPD013,Completion of Technical evaluation (Contractor),Capex,15/10/2020
14EEPD048/17EEPD013,Completion of Technical evaluation (Contractor),Actual,15/10/2020
14EEPD048/17EEPD013,Letter of Award (Contractor),Baseline,15/09/2019
14EEPD048/17EEPD013,Letter of Award (Contractor),Capex,15/12/2020
14EEPD048/17EEPD013,Letter of Award (Contractor),Actual,15/12/2020
14EEPD048/17EEPD013,Site Handing Over,Baseline,15/10/2019
14EEPD048/17EEPD013,Site Handing Over,Capex,18/01/2021
14EEPD048/17EEPD013,Site Handing Over,Actual,18/01/2021
14EEPD048/17EEPD013,T&C / Energisation,Baseline,15/08/2020
14EEPD048/17EEPD013,T&C / Energisation,Capex,30/11/2023
14EEPD048/17EEPD013,T&C / Energisation,Actual,17/07/2023
14EEPD048/17EEPD013,Project Completion,Baseline,15/08/2022
14EEPD048/17EEPD013,Project Completion,Capex,30/11/2025
14WWPD101,Business Need,Baseline,15/01/2020
14WWPD101,Business Need,Capex,15/01/2020
14WWPD101,Business Need,Actual,15/01/2020
14WWPD101,Business Case Approval,Baseline,15/03/2020
14WWPD101,Business Case Approval,Capex,15/03/2020
14WWPD101,Business Case Approval,Actual,15/03/2020
14WWPD101,CR approval (Consultant),Baseline,23/04/2020
14WWPD101,CR approval (Consultant),Capex,23/04/2020
14WWPD101,CR approval (Consultant),Actual,23/04/2020
14WWPD101,Letter of Award (Consultant),Baseline,01/07/2020
14WWPD101,Letter of Award (Consultant),Capex,01/07/2020
14WWPD101,Letter of Award (Consultant),Actual,01/07/2020
14WWPD101,Detail Design Approval,Baseline,04/06/2021
14WWPD101,Detail Design Approval,Capex,09/08/2021
14WWPD101,Detail Design Approval,Actual,09/08/2021
14WWPD101,CR approval (Contractor),Baseline,09/02/2022
14WWPD101,CR approval (Contractor),Capex,09/02/2022
14WWPD101,CR approval (Contractor),Actual,14/02/2022
14WWPD101,Completion of Technical evaluation (Contractor),Baseline,30/03/2023
14WWPD101,Completion of Technical evaluation (Contractor),Capex,30/03/2023
14WWPD101,Completion of Technical evaluation (Contractor),Actual,27/03/2023
14WWPD101,Letter of Award (Contractor),Baseline,15/05/2023
14WWPD101,Letter of Award (Contractor),Capex,15/05/2023
14WWPD101,Letter of Award (Contractor),Actual,19/05/2023
14WWPD101,Site Handing Over,Baseline,30/06/2023
14WWPD101,Site Handing Over,Capex,30/05/2023
14WWPD101,Site Handing Over,Actual,30/05/2023
14WWPD101,T&C / Energisation,Baseline,21/12/2024
14WWPD101,T&C / Energisation,Capex,21/10/2024
14WWPD101,Project Completion,Baseline,16/12/2025
14WWPD101,Project Completion,Capex,16/10/2025
15EEPD104,Business Need,Baseline,11/04/2016
15EEPD104,Business Need,Capex,11/04/2016
15EEPD104,Business Need,Actual,11/04/2016
15EEPD104,Business Case Approval,Baseline,11/04/2016
15EEPD104,Business Case Approval,Capex,11/04/2016
15EEPD104,Business Case Approval,Actual,11/04/2016
15EEPD104,CR approval (Consultant),Baseline,24/01/2016
15EEPD104,CR approval (Consultant),Capex,18/01/2018
15EEPD104,CR approval (Consultant),Actual,18/01/2018
15EEPD104,Letter of Award (Consultant),Baseline,16/08/2016
15EEPD104,Letter of Award (Consultant),Capex,06/05/2017
15EEPD104,Letter of Award (Consultant),Actual,06/05/2017
15EEPD104,Detail Design Approval,Baseline,22/02/2017
15EEPD104,Detail Design Approval,Capex,03/05/2020
15EEPD104,Detail Design Approval,Actual,03/05/2020
15EEPD104,CR approval (Contractor),Baseline,05/05/2020
15EEPD104,CR approval (Contractor),Capex,27/05/2020
15EEPD104,CR approval (Contractor),Actual,27/05/2020
15EEPD104,Completion of Technical evaluation (Contractor),Baseline,27/05/2020
15EEPD104,Completion of Technical evaluation (Contractor),Capex,10/08/2020
15EEPD104,Completion of Technical evaluation (Contractor),Actual,10/08/2020
15EEPD104,Letter of Award (Contractor),Baseline,01/02/2022
15EEPD104,Letter of Award (Contractor),Capex,28/02/2022
15EEPD104,Letter of Award (Contractor),Actual,28/02/2022
15EEPD104,Site Handing Over,Baseline,01/02/2022
15EEPD104,Site Handing Over,Capex,01/09/2022
15EEPD104,Site Handing Over,Actual,01/09/2022
15EEPD104,T&C / Energisation,Baseline,01/08/2023
15EEPD104,T&C / Energisation,Capex,29/02/2024
15EEPD104,Project Completion,Baseline,01/08/2025
15EEPD104,Project Completion,Capex,28/02/2026
16EEPD004,Business Case Approval,Baseline,01/04/2016
16EEPD004,Business Case Approval,Capex,01/04/2016
16EEPD004,Business Case Approval,Actual,01/04/2016
16EEPD004,CR approval (Consultant),Baseline,01/01/2018
16EEPD004,CR approval (Consultant),Capex,01/03/2018
16EEPD004,CR approval (Consultant),Actual,01/03/2018
16EEPD004,Letter of Award (Consultant),Baseline,01/04/2018
16EEPD004,Letter of Award (Consultant),Capex,01/06/2018
16EEPD004,Letter of Award (Consultant),Actual,01/06/2018
16EEPD004,Detail Design Approval,Baseline,01/12/2018
16EEPD004,Detail Design Approval,Capex,01/03/2019
16EEPD004,Detail Design Approval,Actual,01/03/2019
16EEPD004,CR approval (Contractor),Baseline,01/01/2022
16EEPD004,CR approval (Contractor),Capex,01/04/2022
16EEPD004,CR approval (Contractor),Actual,01/04/2022
16EEPD004,Completion of Technical evaluation (Contractor),Baseline,01/02/2022
16EEPD004,Completion of Technical evaluation (Contractor),Capex,01/05/2022
16EEPD004,Completion of Technical evaluation (Contractor),Actual,01/05/2022
16EEPD004,Letter of Award (Contractor),Baseline,01/04/2022
16EEPD004,Letter of Award (Contractor),Capex,30/08/2022
16EEPD004,Letter of Award (Contractor),Actual,30/08/2022
16EEPD004,Site Handing Over,Baseline,01/05/2022
16EEPD004,Site Handing Over,Capex,01/05/2023
16EEPD004,Site Handing Over,Actual,01/05/2023
16EEPD004,T&C / Energisation,Baseline,01/05/2023
16EEPD004,T&C / Energisation,Capex,01/05/2024
16EEPD004,Project Completion,Baseline,01/05/2024
16EEPD004,Project Completion,Capex,01/05/2025
17EAPD002,Business Case Approval,Baseline,21/05/2018
17EAPD002,Business Case Approval,Capex,21/05/2018
17EAPD002,Business Case Approval,Actual,21/05/2018
17EAPD002,Detail Design Approval,Baseline,21/05/2018
17EAPD002,Detail Design Approval,Capex,08/01/2021
17EAPD002,Detail Design Approval,Actual,08/01/2021
17EAPD002,CR approval (Contractor),Baseline,14/08/2021
17EAPD002,CR approval (Contractor),Capex,25/04/2022
17EAPD002,CR approval (Contractor),Actual,25/04/2022
17EAPD002,Completion of Technical evaluation (Contractor),Baseline,16/05/2022
17EAPD002,Completion of Technical evaluation (Contractor),Capex,16/08/2022
17EAPD002,Completion of Technical evaluation (Contractor),Actual,16/08/2022
17EAPD002,Letter of Award (Contractor),Baseline,12/01/2021
17EAPD002,Letter of Award (Contractor),Capex,25/10/2022
17EAPD002,Letter of Award (Contractor),Actual,25/10/2022
17EAPD002,Site Handing Over,Baseline,01/01/2022
17EAPD002,Site Handing Over,Capex,25/11/2022
17EAPD002,Site Handing Over,Actual,25/11/2022
17EAPD002,T&C / Energisation,Baseline,01/01/2023
17EAPD002,T&C / Energisation,Capex,25/11/2024
17EAPD002,Project Completion,Baseline,01/01/2025
17EAPD002,Project Completion,Capex,25/11/2025
17EEPD005,CR approval (Consultant),Baseline,21/12/2017
17EEPD005,CR approval (Consultant),Capex,21/12/2017
17EEPD005,CR approval (Consultant),Actual,21/12/2017
17EEPD005,Letter of Award (Consultant),Baseline,01/06/2018
17EEPD005,Letter of Award (Consultant),Capex,13/06/2018
17EEPD005,Letter of Award (Consultant),Actual,13/06/2018
17EEPD005,Detail Design Approval,Baseline,01/11/2018
17EEPD005,Detail Design Approval,Capex,13/06/2019
17EEPD005,Detail Design Approval,Actual,13/06/2019
17EEPD005,CR approval (Contractor),Baseline,01/02/2019
17EEPD005,CR approval (Contractor),Capex,10/09/2019
17EEPD005,CR approval (Contractor),Actual,10/09/2019
17EEPD005,Completion of Technical evaluation (Contractor),Baseline,01/03/2019
17EEPD005,Completion of Technical evaluation (Contractor),Capex,01/07/2020
17EEPD005,Completion of Technical evaluation (Contractor),Actual,01/07/2020
17EEPD005,Letter of Award (Contractor),Baseline,01/08/2019
17EEPD005,Letter of Award (Contractor),Capex,15/03/2021
17EEPD005,Letter of Award (Contractor),Actual,15/03/2021
17EEPD005,Site Handing Over,Baseline,01/09/2019
17EEPD005,Site Handing Over,Capex,25/04/2021
17EEPD005,Site Handing Over,Actual,25/04/2021
17EEPD005,T&C / Energisation,Baseline,31/03/2021
17EEPD005,T&C / Energisation,Capex,24/11/2023
17EEPD005,Project Completion,Baseline,31/03/2023
17EEPD005,Project Completion,Capex,24/11/2025
17EEPD008,CR approval (Consultant),Baseline,11/10/2017
17EEPD008,CR approval (Consultant),Capex,11/03/2018
17EEPD008,CR approval (Consultant),Actual,11/03/2018
17EEPD008,Letter of Award (Consultant),Baseline,16/01/2018
17EEPD008,Letter of Award (Consultant),Capex,18/06/2018
17EEPD008,Letter of Award (Consultant),Actual,18/06/2018
17EEPD008,Detail Design Approval,Baseline,25/07/2018
17EEPD008,Detail Design Approval,Capex,18/06/2019
17EEPD008,Detail Design Approval,Actual,18/06/2019
17EEPD008,CR approval (Contractor),Baseline,24/08/2018
17EEPD008,CR approval (Contractor),Capex,09/03/2020
17EEPD008,CR approval (Contractor),Actual,09/03/2020
17EEPD008,Completion of Technical evaluation (Contractor),Baseline,18/10/2018
17EEPD008,Completion of Technical evaluation (Contractor),Capex,23/07/2020
17EEPD008,Completion of Technical evaluation (Contractor),Actual,23/07/2020
17EEPD008,Letter of Award (Contractor),Baseline,13/02/2019
17EEPD008,Letter of Award (Contractor),Capex,31/08/2021
17EEPD008,Letter of Award (Contractor),Actual,31/08/2021
17EEPD008,Site Handing Over,Baseline,15/03/2019
17EEPD008,Site Handing Over,Capex,12/12/2021
17EEPD008,Site Handing Over,Actual,12/12/2021
17EEPD008,T&C / Energisation,Baseline,16/08/2020
17EEPD008,T&C / Energisation,Capex,30/06/2024
17EEPD008,Project Completion,Baseline,27/09/2020
17EEPD008,Project Completion,Capex,30/06/2026
D-W-12-OMW05-MA (1),Business Need,Baseline,03/01/2012
D-W-12-OMW05-MA (1),Business Need,Capex,03/01/2012
D-W-12-OMW05-MA (1),Business Need,Actual,03/01/2012
D-W-12-OMW05-MA (1),Business Case Approval,Baseline,03/05/2012
D-W-12-OMW05-MA (1),Business Case Approval,Capex,03/05/2012
D-W-12-OMW05-MA (1),Business Case Approval,Actual,03/05/2012
D-W-12-OMW05-MA (1),CR approval (Consultant),Baseline,03/07/2012
D-W-12-OMW05-MA (1),CR approval (Consultant),Capex,03/07/2012
D-W-12-OMW05-MA (1),CR approval (Consultant),Actual,03/07/2012
D-W-12-OMW05-MA (1),Letter of Award (Consultant),Baseline,22/08/2013
D-W-12-OMW05-MA (1),Letter of Award (Consultant),Capex,23/07/2013
D-W-12-OMW05-MA (1),Letter of Award (Consultant),Actual,23/07/2013
D-W-12-OMW05-MA (1),Detail Design Approval,Baseline,25/08/2016
D-W-12-OMW05-MA (1),Detail Design Approval,Capex,25/08/2016
D-W-12-OMW05-MA (1),Detail Design Approval,Actual,25/08/2016
D-W-12-OMW05-MA (1),CR approval (Contractor),Baseline,30/04/2017
D-W-12-OMW05-MA (1),CR approval (Contractor),Capex,30/04/2017
D-W-12-OMW05-MA (1),CR approval (Contractor),Actual,30/04/2017
D-W-12-OMW05-MA (1),Completion of Technical evaluation (Contractor),Baseline,16/11/2017
D-W-12-OMW05-MA (1),Completion of Technical evaluation (Contractor),Capex,16/11/2017
D-W-12-OMW05-MA (1),Completion of Technical evaluation (Contractor),Actual,16/11/2017
D-W-12-OMW05-MA (1),Letter of Award (Contractor),Baseline,14/07/2019
D-W-12-OMW05-MA (1),Letter of Award (Contractor),Capex,14/07/2019
D-W-12-OMW05-MA (1),Letter of Award (Contractor),Actual,14/07/2019
D-W-12-OMW05-MA (1),Site Handing Over,Baseline,23/02/2020
D-W-12-OMW05-MA (1),Site Handing Over,Capex,23/02/2020
D-W-12-OMW05-MA (1),Site Handing Over,Actual,23/02/2020
D-W-12-OMW05-MA (1),T&C / Energisation,Baseline,31/08/2022
D-W-12-OMW05-MA (1),T&C / Energisation,Capex,31/12/2023
D-W-12-OMW05-MA (1),Project Completion,Baseline,31/08/2023
D-W-12-OMW05-MA (1),Project Completion,Capex,31/12/2024
18AM08,Business Need,Baseline,29/06/2020
18AM08,Business Need,Capex,29/06/2020
18AM08,Business Need,Actual,29/06/2020
18AM08,Business Case Approval,Baseline,29/08/2020
18AM08,Business Case Approval,Capex,29/08/2020
18AM08,Business Case Approval,Actual,29/08/2020
18AM08,CR approval (Consultant),Baseline,29/08/2020
18AM08,CR approval (Consultant),Capex,01/02/2022
18AM08,CR approval (Consultant),Actual,01/02/2022
18AM08,Letter of Award (Consultant),Baseline,29/09/2020
18AM08,Letter of Award (Consultant),Capex,29/08/2022
18AM08,Letter of Award (Consultant),Actual,29/08/2022
18AM08,Detail Design Approval,Baseline,29/09/2020
18AM08,Detail Design Approval,Capex,29/09/2020
18AM08,Detail Design Approval,Actual,29/09/2020
18AM08,CR approval (Contractor),Baseline,29/04/2021
18AM08,CR approval (Contractor),Capex,25/11/2018
18AM08,CR approval (Contractor),Actual,25/11/2018
18AM08,Completion of Technical evaluation (Contractor),Baseline,29/04/2021
18AM08,Completion of Technical evaluation (Contractor),Capex,29/04/2021
18AM08,Completion of Technical evaluation (Contractor),Actual,29/04/2021
18AM08,Letter of Award (Contractor),Baseline,25/11/2021
18AM08,Letter of Award (Contractor),Capex,25/11/2021
18AM08,Letter of Award (Contractor),Actual,25/11/2021
18WPD007,Business Need,Baseline,05/06/2018
18WPD007,Business Need,Capex,05/06/2018
18WPD007,Business Need,Actual,05/06/2018
18WPD007,Business Case Approval,Baseline,05/08/2018
18WPD007,Business Case Approval,Capex,05/08/2018
18WPD007,Business Case Approval,Actual,05/08/2018
18WPD007,CR approval (Consultant),Baseline,05/08/2018
18WPD007,CR approval (Consultant),Capex,05/08/2018
18WPD007,CR approval (Consultant),Actual,05/08/2018
18WPD007,Letter of Award (Consultant),Baseline,05/08/2018
18WPD007,Letter of Award (Consultant),Capex,05/08/2018
18WPD007,Letter of Award (Consultant),Actual,05/08/2018
18WPD007,Detail Design Approval,Baseline,14/11/2019
18WPD007,Detail Design Approval,Capex,14/11/2019
18WPD007,Detail Design Approval,Actual,14/11/2019
18WPD007,CR approval (Contractor),Baseline,27/04/2020
18WPD007,CR approval (Contractor),Capex,27/04/2020
18WPD007,CR approval (Contractor),Actual,27/04/2020
18WPD007,Completion of Technical evaluation (Contractor),Baseline,17/06/2021
18WPD007,Completion of Technical evaluation (Contractor),Capex,17/06/2021
18WPD007,Completion of Technical evaluation (Contractor),Actual,17/06/2021
18WPD007,Letter of Award (Contractor),Baseline,29/09/2021
18WPD007,Letter of Award (Contractor),Capex,29/09/2021
18WPD007,Letter of Award (Contractor),Actual,29/09/2021
18WPD007,Site Handing Over,Baseline,28/11/2021
18WPD007,Site Handing Over,Capex,28/11/2021
18WPD007,Site Handing Over,Actual,28/11/2021
18WPD007,T&C / Energisation,Baseline,27/05/2022
18WPD007,T&C / Energisation,Capex,31/12/2023
18WPD007,Project Completion,Baseline,27/05/2023
18WPD007,Project Completion,Capex,31/12/2024
19EAPDD08,Business Case Approval,Baseline,18/07/2019
19EAPDD08,Business Case Approval,Capex,18/07/2019
19EAPDD08,Business Case Approval,Actual,18/07/2019
19EAPDD08,CR approval (Contractor),Baseline,18/10/2019
19EAPDD08,CR approval (Contractor),Capex,16/03/2021
19EAPDD08,CR approval (Contractor),Actual,16/03/2021
19EAPDD08,Completion of Technical evaluation (Contractor),Baseline,18/04/2020
